Expense_ID,Date,Department,Expense_Type,Vendor,Budget,Actual_Expense,Payment_Mode
EXP118369,4/13/2024,HR,Maintenance,Star Traders,258422,282437,UPI
EXP108219,3/25/2025,IT,Consulting,Tech Solutions,248777,242737,Bank Transfer
EXP124042,1/13/2025,HR,Internet,Star Traders,237942,219549,Bank Transfer
EXP121978,2/5/2024,Finance,Office Supplies,CloudNet,52576,73021,Bank Transfer
EXP106772,10/12/2024,Operation,Internet,Prime Vendors,298212,428598,Credit Card
EXP124663,1/22/2025,Operation,Training,Quick Supplies,95832,121147,Bank Transfer
EXP114436,8/6/2024,Sales,Internet,ABC Pvt Ltd,138116,139508,Cash
EXP114678,8/8/2024,Sales,Office Supplies,ABC Pvt Ltd,247184,140057,Bank Transfer
EXP111440,10/11/2024,HR,Utilities,Urban Services,235195,198769,Bank Transfer
EXP120510,7/5/2024,HR,Salary,Global Systems,285266,170098,Bank Transfer
EXP116172,3/26/2024,Marketing,Office Supplies,ABC Pvt Ltd,64975,53642,Bank Transfer
EXP122757,5/10/2025,Finance,Salary,CloudNet,266495,268879,UPI
EXP107257,3/11/2024,Marketing,Salary,Quick Supplies,39198,41589,UPI
EXP102580,3/10/2025,Operation,Internet,Prime Vendors,288110,335000,UPI
EXP107966,10/30/2024,HR,Travel,Star Traders,233398,294191,Cash
EXP122675,2/2/2024,Marketing,Utilities,Tech Solutions,80083,64848,UPI
EXP102156,3/15/2025,Operation,Utilities,Global Systems,248667,356479,Credit Card
EXP104340,1/9/2024,IT,Software,Bright Media,34261,40642,Credit Card
EXP109562,9/21/2024,IT,Salary,ABC Pvt Ltd,115280,109326,Credit Card
EXP114865,5/3/2024,HR,Maintenance,ABC Pvt Ltd,91746,98826,Credit Card
EXP120639,4/3/2025,Finance,Training,Data Corp,246434,145438,Bank Transfer
EXP113743,4/24/2024,Marketing,Marketing Campaign,Quick Supplies,240967,201786,Cash
EXP101073,6/6/2024,HR,Internet,Tech Solutions,28488,22845,Credit Card
EXP117065,10/10/2024,IT,Internet,Star Traders,263781,216607,UPI
EXP104530,6/24/2024,Marketing,Office Supplies,ABC Pvt Ltd,266801,347592,Credit Card
EXP103159,1/30/2024,Administration,Maintenance,ABC Pvt Ltd,188427,98693,UPI
EXP121786,4/12/2024,Marketing,Office Supplies,Urban Services,137085,161358,Credit Card
EXP102987,4/4/2025,Operation,Maintenance,Star Traders,129926,70385,Cash
EXP101882,8/16/2024,IT,Software,Urban Services,79736,119258,Credit Card
EXP118324,1/22/2024,Marketing,Internet,Prime Vendors,236792,147231,Cash
EXP105974,9/3/2024,Sales,Travel,Global Systems,263258,260742,UPI
EXP103729,6/2/2024,HR,Office Supplies,ABC Pvt Ltd,39704,53802,Credit Card
EXP100490,3/17/2025,Finance,Utilities,Urban Services,190622,164240,Cash
EXP101181,4/30/2024,HR,Office Supplies,Data Corp,94428,50600,UPI
EXP101375,3/30/2024,IT,Training,Bright Media,102566,94282,UPI
EXP105014,7/20/2024,Sales,Training,Data Corp,293979,177695,Cash
EXP116234,10/28/2024,IT,Utilities,CloudNet,67667,69866,UPI
EXP117010,2/14/2024,IT,Travel,Tech Solutions,282310,401054,Bank Transfer
EXP104758,2/24/2024,Marketing,Office Supplies,Global Systems,88757,105269,Credit Card
EXP110304,2/9/2025,Operation,Salary,Star Traders,286709,261415,UPI
EXP106040,3/21/2025,Administration,Office Supplies,Data Corp,178345,167522,UPI
EXP102841,8/14/2024,HR,Consulting,Prime Vendors,256569,253316,UPI
EXP104180,2/9/2024,IT,Marketing Campaign,Prime Vendors,275204,345191,Credit Card
EXP118645,4/5/2025,IT,Office Supplies,Urban Services,219327,328315,Cash
EXP104086,1/2/2025,Operation,Salary,Prime Vendors,277601,308445,UPI
EXP123174,2/2/2025,Administration,Travel,Prime Vendors,264500,330317,Cash
EXP102887,2/1/2025,HR,Internet,ABC Pvt Ltd,184600,164222,Credit Card
EXP108876,1/24/2025,Sales,Marketing Campaign,ABC Pvt Ltd,89570,84355,Cash
EXP112271,3/16/2025,Administration,Training,ABC Pvt Ltd,277192,280446,Cash
EXP106671,2/24/2024,Sales,Maintenance,Bright Media,90165,135223,UPI
EXP114997,4/15/2025,Administration,Internet,Global Systems,285939,400808,Credit Card
EXP109211,8/3/2024,HR,Travel,Quick Supplies,274491,291409,Bank Transfer
EXP117750,7/14/2024,Administration,Utilities,Global Systems,127868,127465,UPI
EXP122810,12/20/2024,Finance,Consulting,Tech Solutions,73859,38238,Cash
EXP112581,2/27/2025,Marketing,Software,Urban Services,239677,201904,Credit Card
EXP119023,1/18/2024,HR,Marketing Campaign,Bright Media,59657,41585,UPI
EXP124822,9/19/2024,HR,Salary,Tech Solutions,40014,55630,UPI
EXP105602,1/10/2024,IT,Training,Star Traders,295331,236758,UPI
EXP124267,2/19/2025,Operation,Office Supplies,Data Corp,23336,26709,Cash
EXP113921,1/7/2025,HR,Internet,Data Corp,251909,333940,Credit Card
EXP105730,3/6/2024,Administration,Training,Quick Supplies,157217,106680,Cash
EXP114745,6/23/2024,Marketing,Training,ABC Pvt Ltd,260824,164049,UPI
EXP112979,1/27/2024,Marketing,Maintenance,Urban Services,270989,193824,Cash
EXP119322,12/11/2024,Administration,Salary,Global Systems,153010,91875,Bank Transfer
EXP124333,3/6/2024,HR,Software,Prime Vendors,181821,218289,UPI
EXP121133,5/30/2024,Administration,Travel,Data Corp,166394,156613,Credit Card
EXP117696,4/23/2025,Operation,Utilities,Star Traders,169095,243408,Cash
EXP110171,4/16/2024,Operation,Utilities,Data Corp,67687,77840,Cash
EXP111538,7/24/2024,Sales,Marketing Campaign,Urban Services,102672,112664,Bank Transfer
EXP106869,6/15/2024,Operation,Salary,Bright Media,239160,145021,UPI
EXP121367,3/2/2025,Sales,Software,Global Systems,140939,86520,Cash
EXP112992,8/16/2024,IT,Training,Global Systems,219505,261831,Cash
EXP110472,6/19/2024,Administration,Consulting,Star Traders,135156,95519,Cash
EXP109943,1/16/2025,Marketing,Software,ABC Pvt Ltd,272436,165598,Bank Transfer
EXP109643,2/11/2024,Administration,Marketing Campaign,ABC Pvt Ltd,272253,367173,Credit Card
EXP114892,6/2/2024,IT,Utilities,Urban Services,101394,61756,Bank Transfer
EXP112661,1/11/2025,Sales,Maintenance,Star Traders,240828,158544,Cash
EXP113742,10/1/2024,HR,Utilities,Prime Vendors,85021,109746,Credit Card
EXP106681,4/30/2024,Administration,Training,CloudNet,212611,123542,Cash
EXP105428,3/25/2024,Sales,Internet,Tech Solutions,117715,119034,UPI
EXP109190,3/21/2024,Sales,Internet,Prime Vendors,135674,79175,Cash
EXP103786,9/16/2024,Sales,Training,Urban Services,104272,56486,UPI
EXP101784,10/3/2024,Operation,Software,Global Systems,141440,194442,Cash
EXP107116,4/9/2025,IT,Marketing Campaign,Tech Solutions,82396,63313,Bank Transfer
EXP104683,4/9/2025,Operation,Salary,Data Corp,265190,300645,Credit Card
EXP110046,1/30/2025,Administration,Salary,ABC Pvt Ltd,287279,399560,Cash
EXP123945,1/27/2024,Finance,Utilities,Data Corp,90239,106451,Bank Transfer
EXP102038,3/30/2025,HR,Internet,Urban Services,197647,257928,Bank Transfer
EXP109281,6/6/2024,Marketing,Office Supplies,Tech Solutions,246763,143210,Credit Card
EXP119281,5/29/2024,IT,Software,CloudNet,197631,169310,UPI
EXP120657,1/11/2024,Administration,Maintenance,Global Systems,92416,62942,Cash
EXP112435,4/8/2024,Operation,Office Supplies,Prime Vendors,64497,41693,Cash
EXP123957,3/28/2024,Finance,Maintenance,Bright Media,73596,88730,Cash
EXP107876,12/1/2024,Finance,Training,Quick Supplies,191009,100097,UPI
EXP103340,5/7/2024,Sales,Software,Tech Solutions,151684,133008,Cash
EXP119037,4/20/2025,HR,Training,Star Traders,36154,21052,Cash
EXP123166,8/17/2024,Operation,Office Supplies,Tech Solutions,82326,112628,UPI
EXP105911,10/5/2024,Sales,Training,Bright Media,128004,66685,Credit Card
EXP123327,2/27/2025,Operation,Travel,Global Systems,256671,257863,UPI
EXP119544,6/22/2024,IT,Consulting,Prime Vendors,90702,57619,Credit Card
EXP108514,3/12/2024,HR,Maintenance,Bright Media,75414,91870,Credit Card
EXP102031,9/19/2024,Sales,Salary,ABC Pvt Ltd,100201,58528,Cash
EXP117197,7/3/2024,IT,Salary,CloudNet,52903,31667,Bank Transfer
EXP107235,4/11/2024,Operation,Internet,CloudNet,89013,67745,UPI
EXP112755,7/17/2024,IT,Training,CloudNet,231488,149197,Bank Transfer
EXP115327,3/9/2025,HR,Marketing Campaign,Data Corp,149483,128025,Bank Transfer
EXP113983,1/27/2024,Marketing,Salary,Tech Solutions,177558,260408,Credit Card
EXP101079,7/10/2024,Administration,Salary,Urban Services,227517,115488,Cash
EXP118610,11/6/2024,Marketing,Consulting,Bright Media,190200,195388,UPI
EXP115451,1/22/2025,Sales,Internet,CloudNet,83686,87308,UPI
EXP122593,8/5/2025,HR,Marketing Campaign,ABC Pvt Ltd,229240,164398,Bank Transfer
EXP117726,8/2/2024,Operation,Salary,Bright Media,194636,158150,Credit Card
EXP124696,12/31/2024,Operation,Salary,ABC Pvt Ltd,153628,122446,UPI
EXP118203,11/26/2024,Administration,Marketing Campaign,Urban Services,23448,19280,UPI
EXP105649,9/17/2024,Marketing,Travel,ABC Pvt Ltd,176794,237521,Credit Card
EXP115300,6/10/2024,HR,Consulting,Tech Solutions,195291,183616,Cash
EXP120983,4/3/2024,HR,Maintenance,ABC Pvt Ltd,238026,355911,Cash
EXP114506,9/4/2025,HR,Consulting,Data Corp,291957,199614,UPI
EXP103862,3/22/2024,Operation,Marketing Campaign,Tech Solutions,47464,27172,Cash
EXP102936,2/11/2025,Sales,Maintenance,CloudNet,165627,205124,Bank Transfer
EXP103917,8/11/2024,Administration,Consulting,Global Systems,150841,161308,Cash
EXP101689,5/5/2025,Sales,Marketing Campaign,Global Systems,296995,149498,Cash
EXP114347,1/9/2024,Finance,Marketing Campaign,Tech Solutions,167341,101456,UPI
EXP100305,2/10/2025,Sales,Utilities,Tech Solutions,48609,62404,Credit Card
EXP104056,5/30/2024,HR,Software,CloudNet,226351,261845,Bank Transfer
EXP119383,3/27/2024,Operation,Travel,CloudNet,57077,60150,UPI
EXP120383,3/7/2024,Administration,Travel,Prime Vendors,135973,167159,UPI
EXP109837,1/29/2025,Sales,Office Supplies,CloudNet,257373,131175,UPI
EXP117615,1/28/2024,Marketing,Training,Prime Vendors,33047,44368,Bank Transfer
EXP109706,8/11/2024,Marketing,Office Supplies,CloudNet,280870,291108,Credit Card
EXP102313,3/20/2024,Administration,Travel,Prime Vendors,223399,309207,Cash
EXP122934,4/7/2025,Administration,Training,Global Systems,169537,195735,Cash
EXP119884,2/1/2025,Administration,Internet,Bright Media,48562,34135,Credit Card
EXP121163,9/17/2024,Administration,Office Supplies,Data Corp,69049,97318,Credit Card
EXP109030,1/5/2025,Sales,Internet,Quick Supplies,96035,53225,Cash
EXP102062,4/25/2024,HR,Office Supplies,Star Traders,136423,174875,Cash
EXP106470,5/30/2024,IT,Internet,Urban Services,21044,11297,Bank Transfer
EXP117400,9/1/2025,Administration,Consulting,Bright Media,194464,284088,Bank Transfer
EXP106477,12/27/2024,Marketing,Travel,Urban Services,111318,97255,Bank Transfer
EXP105452,12/8/2024,Administration,Consulting,Tech Solutions,290476,427940,Cash
EXP111279,7/14/2024,Sales,Utilities,Tech Solutions,261336,148319,Cash
EXP123753,2/1/2025,Finance,Office Supplies,CloudNet,206997,173203,Bank Transfer
EXP109906,10/30/2024,HR,Utilities,Prime Vendors,100958,77589,Cash
EXP104270,4/7/2024,Finance,Maintenance,Star Traders,139157,168515,Credit Card
EXP108531,2/29/2024,Administration,Travel,Tech Solutions,27820,25071,Cash
EXP123559,1/16/2025,Finance,Maintenance,Data Corp,50822,60512,UPI
EXP123041,3/12/2025,IT,Software,CloudNet,86645,87596,Credit Card
EXP120374,3/3/2025,Administration,Salary,Quick Supplies,127884,191349,UPI
EXP116972,4/1/2025,IT,Software,Data Corp,104760,122292,UPI
EXP119054,1/7/2024,Marketing,Training,Star Traders,90416,112595,Bank Transfer
EXP105515,8/17/2024,Operation,Travel,Star Traders,238847,212910,Bank Transfer
EXP111781,5/14/2024,IT,Consulting,Quick Supplies,177998,163193,Credit Card
EXP101239,1/25/2025,Finance,Utilities,Data Corp,226383,328585,UPI
EXP115310,2/16/2025,Finance,Office Supplies,Global Systems,282417,359383,Cash
EXP119958,3/30/2025,Operation,Marketing Campaign,Tech Solutions,37664,23897,UPI
EXP105506,4/14/2025,IT,Marketing Campaign,Global Systems,90841,128276,UPI
EXP118554,3/31/2025,HR,Maintenance,Quick Supplies,290934,299558,UPI
EXP100924,11/5/2025,Finance,Consulting,Urban Services,238009,342800,UPI
EXP108134,1/15/2025,HR,Utilities,CloudNet,277941,179543,Bank Transfer
EXP117737,3/3/2025,Administration,Salary,Prime Vendors,53919,68798,Bank Transfer
EXP111706,8/21/2024,Finance,Utilities,Global Systems,292036,241766,UPI
EXP108671,5/12/2024,Marketing,Internet,Star Traders,206393,179872,Credit Card
EXP103124,12/27/2024,Finance,Salary,ABC Pvt Ltd,150767,202334,Bank Transfer
EXP119158,9/13/2024,Administration,Office Supplies,Global Systems,263445,202516,Cash
EXP107620,2/29/2024,IT,Maintenance,Global Systems,87302,55334,Credit Card
EXP106559,12/31/2024,Finance,Internet,Global Systems,103604,80768,Credit Card
EXP112720,3/30/2025,HR,Office Supplies,ABC Pvt Ltd,183934,206795,Credit Card
EXP122249,8/25/2024,Administration,Salary,Global Systems,255334,181352,Credit Card
EXP124704,6/13/2024,HR,Training,ABC Pvt Ltd,83169,105869,Credit Card
EXP109627,3/28/2024,Operation,Travel,Bright Media,146142,197290,UPI
EXP105798,12/23/2024,Operation,Consulting,Prime Vendors,208415,118300,Credit Card
EXP105882,12/8/2024,Administration,Software,Urban Services,285036,369000,UPI
EXP109782,8/15/2024,Finance,Utilities,Bright Media,78029,88418,UPI
EXP111348,1/19/2025,Sales,Internet,Bright Media,222631,296988,Credit Card
EXP120075,11/9/2024,Sales,Salary,Star Traders,278815,168964,Bank Transfer
EXP118565,4/3/2024,HR,Software,Star Traders,115959,154517,Cash
EXP117857,7/27/2024,HR,Software,Tech Solutions,64976,88943,Cash
EXP106103,5/16/2024,IT,Salary,Urban Services,131926,150779,Credit Card
EXP106748,8/1/2024,HR,Travel,ABC Pvt Ltd,71633,75016,Cash
EXP113009,4/27/2025,Sales,Marketing Campaign,CloudNet,111135,94466,Cash
EXP109082,7/19/2024,Administration,Consulting,Prime Vendors,202557,176473,UPI
EXP119966,2/15/2024,HR,Travel,Data Corp,38989,48126,Cash
EXP119745,5/12/2025,Marketing,Maintenance,Quick Supplies,207389,235981,Credit Card
EXP115966,7/5/2025,Finance,Software,Global Systems,200391,139916,UPI
EXP122273,2/14/2024,Finance,Travel,Data Corp,284453,227419,Credit Card
EXP105540,12/2/2024,HR,Consulting,Global Systems,206522,213193,Cash
EXP100421,4/16/2025,Operation,Maintenance,Bright Media,172347,204508,Cash
EXP116081,3/22/2025,Sales,Utilities,Tech Solutions,237246,307980,Bank Transfer
EXP118690,11/8/2024,Operation,Travel,Bright Media,122088,79686,Bank Transfer
EXP116555,6/19/2024,IT,Software,Prime Vendors,95061,136030,Bank Transfer
EXP103956,7/21/2024,Operation,Travel,Urban Services,147069,193202,Bank Transfer
EXP105606,10/29/2024,Administration,Utilities,CloudNet,106290,133411,Credit Card
EXP122799,5/11/2025,Administration,Maintenance,Prime Vendors,195674,154571,UPI
EXP111380,10/16/2024,Sales,Utilities,Bright Media,280550,283172,UPI
EXP101725,9/24/2024,Sales,Marketing Campaign,Urban Services,174744,214234,Cash
EXP101184,6/5/2024,Operation,Travel,CloudNet,299179,165224,Cash
EXP109974,11/6/2024,IT,Office Supplies,Star Traders,156052,209687,Cash
EXP116788,12/3/2024,Finance,Consulting,Bright Media,107967,73044,Credit Card
EXP124460,4/22/2024,IT,Software,Bright Media,159494,86395,Cash
EXP100904,1/3/2024,Finance,Utilities,Quick Supplies,252776,139637,Cash
EXP108346,9/16/2024,Administration,Marketing Campaign,ABC Pvt Ltd,166612,94339,UPI
EXP117245,4/23/2024,Finance,Utilities,Data Corp,169486,142880,Credit Card
EXP107797,3/11/2024,Operation,Salary,Tech Solutions,266635,175990,UPI
EXP106089,3/3/2024,HR,Consulting,CloudNet,271427,323529,Bank Transfer
EXP102080,3/25/2024,Finance,Utilities,Data Corp,268809,192364,
EXP107928,5/2/2025,Operation,Office Supplies,Bright Media,56453,84083,UPI
EXP113853,4/21/2025,Sales,Office Supplies,Prime Vendors,246640,166883,UPI
EXP122111,10/28/2024,Sales,Salary,Data Corp,177763,108174,Bank Transfer
EXP107933,5/2/2025,HR,Training,Star Traders,241643,255024,UPI
EXP110846,4/13/2025,IT,Consulting,Global Systems,57279,75990,Bank Transfer
EXP112177,5/3/2024,Operation,Training,Urban Services,20301,25199,Credit Card
EXP109316,3/13/2024,Marketing,Consulting,Tech Solutions,224554,121817,Bank Transfer
EXP122979,1/27/2024,Sales,Travel,ABC Pvt Ltd,197446,218669,UPI
EXP121968,6/22/2024,Finance,Utilities,Urban Services,150656,134910,UPI
EXP109927,9/13/2024,Finance,Utilities,Bright Media,138504,75263,Cash
EXP107211,12/3/2024,Finance,Consulting,Tech Solutions,158059,83068,UPI
EXP106533,1/25/2025,Marketing,Salary,Urban Services,66301,82505,Cash
EXP105209,5/24/2024,Marketing,Salary,Data Corp,130267,86364,UPI
EXP102646,5/26/2024,IT,Salary,Prime Vendors,89108,131809,Credit Card
EXP110073,7/12/2024,HR,Salary,CloudNet,210251,281824,Credit Card
EXP116825,11/29/2024,Administration,Software,Urban Services,165080,206902,Bank Transfer
EXP110622,3/26/2025,IT,Consulting,Data Corp,272666,309026,Bank Transfer
EXP121858,3/5/2024,Administration,Maintenance,ABC Pvt Ltd,126701,93934,Credit Card
EXP110779,2/12/2025,Operation,Travel,Star Traders,131081,91658,Bank Transfer
EXP101478,10/17/2024,Finance,Training,Tech Solutions,277827,401905,UPI
EXP100692,7/31/2024,HR,Office Supplies,Prime Vendors,242210,297580,Bank Transfer
EXP121535,12/27/2024,HR,Training,CloudNet,26840,28621,Cash
EXP106365,10/1/2025,Administration,Internet,Global Systems,285765,222950,UPI
EXP122489,4/24/2025,IT,Travel,Star Traders,265675,230586,Credit Card
EXP118539,3/29/2025,Finance,Marketing Campaign,Tech Solutions,269336,260300,UPI
EXP107370,1/29/2024,Operation,Maintenance,Bright Media,97472,128055,UPI
EXP101301,1/6/2025,HR,Marketing Campaign,Urban Services,73017,64394,Credit Card
EXP107837,10/12/2024,Marketing,Office Supplies,Data Corp,171732,155793,Credit Card
EXP114877,12/18/2024,Marketing,Utilities,Star Traders,244281,133089,UPI
EXP103715,2/11/2024,Operation,Salary,Data Corp,110001,60859,Credit Card
EXP105037,5/5/2024,Operation,Software,Data Corp,94297,124655,Bank Transfer
EXP104399,6/8/2024,Finance,Software,Prime Vendors,111535,146081,Bank Transfer
EXP113840,3/24/2025,Finance,Marketing Campaign,Star Traders,49722,61004,Credit Card
EXP111294,6/15/2024,HR,Maintenance,Tech Solutions,249995,250925,Bank Transfer
EXP107354,2/4/2024,IT,Maintenance,Bright Media,93774,126218,UPI
EXP116122,10/13/2024,Sales,Internet,Star Traders,282086,219289,Cash
EXP120068,11/28/2024,HR,Internet,Quick Supplies,230973,341355,Bank Transfer
EXP101436,12/15/2024,Administration,Office Supplies,Bright Media,172793,105019,Credit Card
EXP116017,4/30/2024,Operation,Travel,Urban Services,42529,46359,Cash
EXP105402,6/26/2024,IT,Training,Prime Vendors,54886,51222,Bank Transfer
EXP105930,2/25/2025,Marketing,Travel,Data Corp,198399,102296,Cash
EXP124317,1/27/2024,Finance,Maintenance,Quick Supplies,158645,130616,Credit Card
EXP108947,3/24/2025,HR,Training,CloudNet,297641,253953,Bank Transfer
EXP110585,5/4/2024,HR,Office Supplies,Bright Media,233743,170015,UPI
EXP118723,9/16/2024,Sales,Consulting,Global Systems,229641,163600,UPI
EXP112242,11/16/2024,Operation,Consulting,Quick Supplies,148666,84240,Cash
EXP117303,11/20/2024,Administration,Maintenance,Global Systems,242909,281913,Bank Transfer
EXP104386,12/5/2024,Finance,Internet,Quick Supplies,180879,96339,UPI
EXP110310,9/19/2024,HR,Training,Urban Services,247566,182041,Credit Card
EXP117667,12/31/2024,Operation,Travel,Data Corp,105499,143787,Credit Card
EXP122226,5/11/2024,Administration,Office Supplies,Prime Vendors,199413,143624,Cash
EXP108693,2/22/2025,Finance,Consulting,Prime Vendors,287878,301694,Credit Card
EXP117027,8/12/2024,Operation,Salary,Prime Vendors,195072,126924,Cash
EXP109121,4/1/2025,Sales,Consulting,Tech Solutions,119740,93733,Bank Transfer
EXP101211,5/23/2024,HR,Training,Data Corp,286688,350485,UPI
EXP115284,7/2/2024,IT,Utilities,Prime Vendors,79605,45526,Cash
EXP121938,6/7/2024,IT,Consulting,Tech Solutions,225038,331991,UPI
EXP102560,4/26/2024,Finance,Internet,Data Corp,183671,120040,Credit Card
EXP113107,3/29/2024,Finance,Software,Bright Media,62771,44758,UPI
EXP113029,9/26/2024,HR,Office Supplies,Data Corp,235726,288174,Credit Card
EXP111569,3/19/2024,Finance,Marketing Campaign,Prime Vendors,95833,83041,Cash
EXP112668,2/25/2024,HR,Maintenance,Tech Solutions,113170,145991,Credit Card
EXP100390,11/1/2024,HR,Training,Bright Media,259036,318052,Credit Card
EXP117848,7/14/2024,Marketing,Marketing Campaign,Tech Solutions,248546,211492,Cash
EXP117576,1/14/2024,Administration,Software,CloudNet,153415,107621,Cash
EXP110064,1/22/2024,Sales,Consulting,Urban Services,265863,385565,Credit Card
EXP103590,9/30/2024,HR,Utilities,Prime Vendors,133200,93069,Bank Transfer
EXP111350,6/25/2024,Operation,Maintenance,Bright Media,94080,100258,Credit Card
EXP108435,12/28/2024,Marketing,Salary,Bright Media,26849,36418,UPI
EXP106719,4/18/2025,Sales,Salary,Tech Solutions,264566,356718,Bank Transfer
EXP115540,7/9/2024,Operation,Utilities,Tech Solutions,163075,157452,UPI
EXP116890,11/4/2024,HR,Marketing Campaign,ABC Pvt Ltd,279467,170626,UPI
EXP114693,2/9/2024,Operation,Consulting,Global Systems,219379,287121,Credit Card
EXP100946,12/6/2024,Finance,Software,Tech Solutions,135540,165246,Credit Card
EXP115576,4/20/2024,IT,Salary,Tech Solutions,219035,228118,Cash
EXP114327,11/21/2024,HR,Internet,Prime Vendors,120662,111550,UPI
EXP123688,3/7/2024,Operation,Utilities,CloudNet,184493,218418,Bank Transfer
EXP120129,2/14/2024,Sales,Utilities,Data Corp,266035,277215,Bank Transfer
EXP102547,7/31/2024,IT,Travel,Urban Services,293164,377271,Cash
EXP118157,6/24/2024,Operation,Consulting,ABC Pvt Ltd,198070,259476,Cash
EXP113007,11/5/2024,Sales,Salary,Star Traders,198864,161234,Cash
EXP100272,9/22/2024,Marketing,Utilities,Prime Vendors,136392,137848,Credit Card
EXP103618,12/20/2024,Operation,Travel,Bright Media,40437,50872,Cash
EXP118765,10/27/2024,HR,Travel,Data Corp,293508,302509,UPI
EXP121409,2/25/2024,Sales,Office Supplies,Urban Services,33314,18231,Bank Transfer
EXP107008,3/6/2025,Administration,Salary,Prime Vendors,149400,169709,UPI
EXP120424,2/21/2024,Marketing,Travel,Prime Vendors,56651,44922,UPI
EXP109269,10/8/2024,Sales,Consulting,CloudNet,264103,166589,Bank Transfer
EXP123880,10/31/2024,Administration,Maintenance,CloudNet,168688,226694,Bank Transfer
EXP104633,5/11/2025,Administration,Consulting,Prime Vendors,255416,202877,Credit Card
EXP117130,8/12/2024,Finance,Consulting,Star Traders,197300,236798,UPI
EXP107707,5/10/2024,Marketing,Salary,Prime Vendors,221631,141907,Cash
EXP108982,3/13/2024,Operation,Office Supplies,Data Corp,154714,191601,Bank Transfer
EXP120632,1/13/2025,HR,Training,ABC Pvt Ltd,20827,21437,Credit Card
EXP114312,3/17/2024,Finance,Office Supplies,Bright Media,210834,251352,Bank Transfer
EXP110762,7/18/2024,HR,Marketing Campaign,CloudNet,22158,17464,UPI
EXP113945,8/10/2024,IT,Salary,Urban Services,287423,347142,UPI
EXP114342,5/12/2024,Marketing,Consulting,Data Corp,274384,177773,Bank Transfer
EXP105599,5/29/2024,Finance,Salary,Prime Vendors,270132,158108,Credit Card
EXP109290,3/26/2024,Sales,Software,Prime Vendors,258384,347962,Bank Transfer
EXP115989,10/4/2024,Administration,Maintenance,Prime Vendors,214457,264071,Cash
EXP110355,12/1/2024,Finance,Salary,Tech Solutions,125553,134638,UPI
EXP103637,5/24/2024,Marketing,Salary,Quick Supplies,45913,25522,Cash
EXP121480,2/21/2025,Administration,Maintenance,ABC Pvt Ltd,21917,15920,Bank Transfer
EXP118296,4/3/2025,Marketing,Training,Quick Supplies,190984,282733,Bank Transfer
EXP100599,1/4/2025,IT,Software,ABC Pvt Ltd,57351,46533,UPI
EXP101652,10/24/2024,Administration,Salary,Global Systems,46841,46683,UPI
EXP120696,2/22/2025,Administration,Maintenance,Star Traders,252322,188319,Cash
EXP108106,6/2/2024,Sales,Salary,Tech Solutions,171312,86758,UPI
EXP101893,10/9/2024,Marketing,Maintenance,Urban Services,43079,42835,Bank Transfer
EXP107833,2/5/2025,Operation,Utilities,Star Traders,245865,246431,Bank Transfer
EXP124712,3/21/2024,IT,Internet,Quick Supplies,82855,52928,Cash
EXP121385,7/15/2024,Sales,Utilities,Urban Services,184445,210632,UPI
EXP100262,5/17/2024,IT,Office Supplies,Bright Media,219613,147031,Bank Transfer
EXP100375,12/29/2024,Operation,Training,Star Traders,180148,218472,Credit Card
EXP118350,9/7/2024,IT,Marketing Campaign,Star Traders,265673,386339,UPI
EXP101466,8/25/2024,Finance,Software,Star Traders,252727,367054,Bank Transfer
EXP113543,3/25/2024,Operation,Consulting,Global Systems,103772,83540,Bank Transfer
EXP116226,12/6/2024,Marketing,Internet,Quick Supplies,95604,74898,UPI
EXP105696,8/21/2024,IT,Software,Data Corp,118387,94366,Bank Transfer
EXP121479,12/3/2024,Sales,Marketing Campaign,Data Corp,201154,137234,Credit Card
EXP122944,5/4/2025,Administration,Internet,ABC Pvt Ltd,226528,259035,Credit Card
EXP121297,1/23/2025,Finance,Marketing Campaign,Bright Media,147320,207101,Cash
EXP100941,11/1/2025,Marketing,Consulting,Quick Supplies,43988,64644,Credit Card
EXP121240,5/13/2024,Marketing,Marketing Campaign,Data Corp,214510,167021,Bank Transfer
EXP109663,3/12/2025,Marketing,Software,Prime Vendors,77257,113197,Bank Transfer
EXP119730,3/10/2024,Administration,Marketing Campaign,Global Systems,169415,168489,UPI
EXP119041,1/6/2024,IT,Utilities,Data Corp,220373,120452,Bank Transfer
EXP115882,3/14/2025,HR,Marketing Campaign,CloudNet,157535,147494,Credit Card
EXP113353,2/18/2025,Administration,Salary,Prime Vendors,33017,47171,Credit Card
EXP110905,4/6/2024,HR,Utilities,Data Corp,40192,40157,Credit Card
EXP118186,5/24/2024,Administration,Utilities,Urban Services,67340,43370,Cash
EXP123965,8/3/2024,IT,Consulting,Quick Supplies,127197,154218,Bank Transfer
EXP122815,10/6/2024,Sales,Salary,Global Systems,47541,70545,Cash
EXP106578,2/14/2025,IT,Office Supplies,Tech Solutions,160636,210798,Cash
EXP119183,5/1/2025,Operation,Consulting,Star Traders,181436,212703,Credit Card
EXP121945,12/19/2024,IT,Travel,Bright Media,39430,58264,UPI
EXP122437,5/13/2025,Administration,Travel,Bright Media,28957,21208,UPI
EXP123948,2/21/2024,Sales,Consulting,Global Systems,259418,237468,UPI
EXP117241,8/5/2024,Operation,Marketing Campaign,Quick Supplies,266111,277813,Bank Transfer
